#    energy (eV)  cross sec. (b)
1.055737e+01    8.271058e+01
1.058522e+01    7.814092e+01
1.061308e+01    7.396767e+01
1.064093e+01    7.014586e+01
1.067807e+01    6.553075e+01
1.071573e+01    6.133961e+01
1.075339e+01    5.757442e+01
1.079106e+01    5.417923e+01
1.082872e+01    5.110698e+01
1.086691e+01    4.828034e+01
1.090510e+01    4.570954e+01
1.094330e+01    4.336439e+01
1.098149e+01    4.121905e+01
1.102022e+01    3.922471e+01
1.107832e+01    3.653272e+01
1.113642e+01    3.415083e+01
1.119534e+01    3.200486e+01
1.125426e+01    3.009120e+01
1.131345e+01    2.836954e+01
1.137320e+01    2.680801e+01
1.143295e+01    2.540014e+01
1.149326e+01    2.411499e+01
1.153366e+01    2.332205e+01
1.161445e+01    2.187958e+01
1.169638e+01    2.058673e+01
1.177830e+01    1.943930e+01
1.186139e+01    1.840209e+01
1.194448e+01    1.747409e+01
1.202873e+01    1.662933e+01
1.211299e+01    1.586860e+01
1.219844e+01    1.517177e+01
1.228388e+01    1.454060e+01
1.241386e+01    1.368861e+01
1.254506e+01    1.293978e+01
1.267749e+01    1.227820e+01
1.281116e+01    1.169085e+01
1.294672e+01    1.116467e+01
1.308355e+01    1.069363e+01
1.317520e+01    1.040741e+01
1.336108e+01    9.888080e+00
1.354958e+01    9.432375e+00
1.374074e+01    9.030257e+00
1.393459e+01    8.673511e+00
1.413119e+01    8.355500e+00
1.433055e+01    8.070645e+00
1.463525e+01    7.695085e+00
1.494568e+01    7.372346e+00
1.526346e+01    7.091316e+00
1.558722e+01    6.845925e+00
1.603014e+01    6.562401e+00
1.648564e+01    6.319654e+00
1.695409e+01    6.109489e+00
1.755884e+01    5.883108e+00
1.818427e+01    5.688919e+00
1.896482e+01    5.488443e+00
1.991840e+01    5.288959e+00
2.091890e+01    5.117535e+00
2.228070e+01    4.927168e+00
2.389738e+01    4.744551e+00
2.581091e+01    4.568007e+00
2.807431e+01    4.395626e+00
3.096700e+01    4.212126e+00
3.439869e+01    4.028430e+00
3.874787e+01    3.829290e+00
4.426488e+01    3.609138e+00
5.273540e+01    3.307247e+00
6.416267e+01    2.910696e+00
6.978919e+01    2.697902e+00
7.485307e+01    2.486875e+00
7.916748e+01    2.302054e+00
8.085072e+01    2.242861e+00
8.199138e+01    2.217539e+00
8.261090e+01    2.213214e+00
8.319365e+01    2.218379e+00
8.377639e+01    2.236098e+00
8.429515e+01    2.266933e+00
8.468421e+01    2.302590e+00
8.511305e+01    2.358526e+00
8.541219e+01    2.410823e+00
8.571133e+01    2.476953e+00
8.601047e+01    2.560195e+00
8.623052e+01    2.634841e+00
8.645056e+01    2.723232e+00
8.667060e+01    2.828002e+00
8.689064e+01    2.952576e+00
8.711069e+01    3.101190e+00
8.729973e+01    3.252005e+00
8.747326e+01    3.413014e+00
8.764680e+01    3.599827e+00
8.776249e+01    3.741196e+00
8.787818e+01    3.898097e+00
8.799387e+01    4.072624e+00
8.810956e+01    4.267257e+00
8.823394e+01    4.502359e+00
8.835832e+01    4.768669e+00
8.848269e+01    5.071717e+00
8.856561e+01    5.297477e+00
8.864853e+01    5.545042e+00
8.873145e+01    5.817341e+00
8.883236e+01    6.187203e+00
8.892154e+01    6.555097e+00
8.901071e+01    6.968545e+00
8.909989e+01    7.436195e+00
8.915934e+01    7.783501e+00
8.921879e+01    8.164049e+00
8.929172e+01    8.684021e+00
8.935652e+01    9.204657e+00
8.942133e+01    9.792501e+00
8.946453e+01    1.022938e+01
8.950773e+01    1.070936e+01
8.955094e+01    1.124056e+01
8.959414e+01    1.183376e+01
8.962918e+01    1.237041e+01
8.966421e+01    1.296824e+01
8.969925e+01    1.364181e+01
8.973428e+01    1.441110e+01
8.975764e+01    1.499042e+01
8.978100e+01    1.563514e+01
8.980725e+01    1.645449e+01
8.983350e+01    1.739743e+01
8.985100e+01    1.810942e+01
8.986850e+01    1.890054e+01
8.988600e+01    1.978336e+01
8.990350e+01    2.077230e+01
8.992100e+01    2.188382e+01
8.993850e+01    2.313652e+01
8.995600e+01    2.455122e+01
8.997350e+01    2.615096e+01
8.998663e+01    2.748730e+01
8.999975e+01    2.895323e+01
9.001288e+01    3.056072e+01
9.002600e+01    3.232215e+01
9.003913e+01    3.425030e+01
9.005225e+01    3.635814e+01
9.006599e+01    3.877093e+01
9.008095e+01    4.165621e+01
9.009591e+01    4.482753e+01
9.011087e+01    4.830186e+01
9.012584e+01    5.209432e+01
9.014080e+01    5.621754e+01
9.015480e+01    6.038350e+01
9.016880e+01    6.485206e+01
9.018280e+01    6.962449e+01
9.019680e+01    7.469808e+01
9.021780e+01    8.285633e+01
9.023880e+01    9.163048e+01
9.025980e+01    1.009492e+02
9.028780e+01    1.140453e+02
9.036480e+01    1.512861e+02
9.039560e+01    1.651571e+02
9.041660e+01    1.737498e+02
9.043760e+01    1.814026e+02
9.045930e+01    1.881230e+02
9.048240e+01    1.937532e+02
9.050078e+01    1.969998e+02
9.051916e+01    1.990894e+02
9.054009e+01    2.000208e+02
9.054325e+01    2.000268e+02
9.056220e+01    1.993289e+02
9.058040e+01    1.975023e+02
9.059860e+01    1.946002e+02
9.061960e+01    1.900209e+02
9.064060e+01    1.842725e+02
9.065460e+01    1.798805e+02
9.068260e+01    1.700216e+02
9.071830e+01    1.560500e+02
9.077220e+01    1.341129e+02
9.080020e+01    1.232148e+02
9.082820e+01    1.131114e+02
9.084920e+01    1.062054e+02
9.087020e+01    9.995667e+01
9.089120e+01    9.441124e+01
9.090940e+01    9.019247e+01
9.092620e+01    8.678555e+01
9.094300e+01    8.384182e+01
9.096203e+01    8.105366e+01
9.098106e+01    7.882543e+01
9.100009e+01    7.713096e+01
9.101913e+01    7.594116e+01
9.103816e+01    7.522578e+01
9.106025e+01    7.495092e+01
9.107600e+01    7.509630e+01
9.109700e+01    7.570392e+01
9.111800e+01    7.675716e+01
9.113865e+01    7.820371e+01
9.115895e+01    8.000596e+01
9.117925e+01    8.217455e+01
9.119955e+01    8.470495e+01
9.121980e+01    8.759124e+01
9.124000e+01    9.083865e+01
9.126020e+01    9.446822e+01
9.128040e+01    9.850112e+01
9.130060e+01    1.029658e+02
9.132080e+01    1.078988e+02
9.134100e+01    1.133455e+02
9.136120e+01    1.193613e+02
9.138077e+01    1.257951e+02
9.139971e+01    1.326588e+02
9.141864e+01    1.402287e+02
9.143758e+01    1.485979e+02
9.145652e+01    1.578756e+02
9.147546e+01    1.681906e+02
9.149439e+01    1.796934e+02
9.151333e+01    1.925605e+02
9.152930e+01    2.046225e+02
9.154231e+01    2.153651e+02
9.155531e+01    2.270259e+02
9.156831e+01    2.396985e+02
9.158132e+01    2.534859e+02
9.159432e+01    2.685006e+02
9.160732e+01    2.848656e+02
9.162033e+01    3.027142e+02
9.163169e+01    3.196372e+02
9.164627e+01    3.433413e+02
9.166085e+01    3.694947e+02
9.167544e+01    3.983467e+02
9.169002e+01    4.301626e+02
9.170460e+01    4.652212e+02
9.171975e+01    5.053929e+02
9.173490e+01    5.497156e+02
9.175005e+01    5.985310e+02
9.176520e+01    6.521813e+02
9.178035e+01    7.110013e+02
9.179550e+01    7.753115e+02
9.181065e+01    8.454082e+02
9.182580e+01    9.215539e+02
9.184095e+01    1.003966e+03
9.185610e+01    1.092807e+03
9.187125e+01    1.188169e+03
9.188640e+01    1.290065e+03
9.190155e+01    1.398416e+03
9.192175e+01    1.552592e+03
9.194195e+01    1.717156e+03
9.196821e+01    1.944691e+03
9.200356e+01    2.269172e+03
9.206416e+01    2.839537e+03
9.209446e+01    3.110178e+03
9.211466e+01    3.277447e+03
9.213486e+01    3.430160e+03
9.215506e+01    3.565015e+03
9.217728e+01    3.689134e+03
9.219546e+01    3.769457e+03
9.221364e+01    3.829006e+03
9.222964e+01    3.863318e+03
9.225100e+01    3.881800e+03
9.226291e+01    3.878384e+03
9.228372e+01    3.848958e+03
9.230454e+01    3.790474e+03
9.232121e+01    3.723737e+03
9.233787e+01    3.640488e+03
9.235908e+01    3.512827e+03
9.237928e+01    3.371445e+03
9.239948e+01    3.213962e+03
9.242978e+01    2.954939e+03
9.247018e+01    2.584977e+03
9.252017e+01    2.123234e+03
9.254896e+01    1.869912e+03
9.256815e+01    1.709796e+03
9.258734e+01    1.558123e+03
9.260754e+01    1.408530e+03
9.262269e+01    1.303496e+03
9.263784e+01    1.204770e+03
9.265299e+01    1.112399e+03
9.266814e+01    1.026344e+03
9.268329e+01    9.464946e+02
9.269844e+01    8.726760e+02
9.271359e+01    8.046638e+02
9.272874e+01    7.421939e+02
9.274389e+01    6.849727e+02
9.275904e+01    6.326868e+02
9.277419e+01    5.850110e+02
9.278934e+01    5.416156e+02
9.280449e+01    5.021727e+02
9.281964e+01    4.663612e+02
9.283612e+01    4.311763e+02
9.284887e+01    4.063998e+02
9.286162e+01    3.835815e+02
9.287437e+01    3.625637e+02
9.288712e+01    3.431978e+02
9.289987e+01    3.253450e+02
9.291262e+01    3.088760e+02
9.293175e+01    2.865070e+02
9.294690e+01    2.705653e+02
9.296205e+01    2.560160e+02
9.297720e+01    2.427133e+02
9.299235e+01    2.305262e+02
9.300750e+01    2.193378e+02
9.303023e+01    2.042033e+02
9.305295e+01    1.907807e+02
9.307189e+01    1.807186e+02
9.309082e+01    1.715444e+02
9.311607e+01    1.605116e+02
9.314132e+01    1.506581e+02
9.316657e+01    1.418106e+02
9.319183e+01    1.338269e+02
9.321707e+01    1.265899e+02
9.324232e+01    1.200022e+02
9.326757e+01    1.139827e+02
9.329282e+01    1.084632e+02
9.333070e+01    1.009976e+02
9.336858e+01    9.436887e+01
9.340645e+01    8.844945e+01
9.344432e+01    8.313628e+01
9.348661e+01    7.781811e+01
9.353110e+01    7.282080e+01
9.357559e+01    6.834808e+01
9.362008e+01    6.432602e+01
9.366457e+01    6.069371e+01
9.371007e+01    5.732914e+01
9.375759e+01    5.414454e+01
9.380512e+01    5.125417e+01
9.385264e+01    4.862161e+01
9.391601e+01    4.545996e+01
9.396669e+01    4.318106e+01
9.402367e+01    4.084875e+01
9.408065e+01    3.873013e+01
9.413762e+01    3.679902e+01
9.421359e+01    3.447799e+01
9.429510e+01    3.226533e+01
9.433861e+01    3.118638e+01
9.442565e+01    2.921477e+01
9.451268e+01    2.745999e+01
9.459971e+01    2.589032e+01
9.469781e+01    2.431073e+01
9.479591e+01    2.290294e+01
9.489400e+01    2.164210e+01
9.499210e+01    2.050777e+01
9.508497e+01    1.953501e+01
9.517785e+01    1.864830e+01
9.530168e+01    1.758236e+01
9.542551e+01    1.663110e+01
9.555631e+01    1.573269e+01
9.569408e+01    1.488747e+01
9.583185e+01    1.413098e+01
9.596962e+01    1.345067e+01
9.612032e+01    1.278155e+01
9.628394e+01    1.213122e+01
9.644756e+01    1.154888e+01
9.661118e+01    1.102494e+01
9.679150e+01    1.050572e+01
9.698853e+01    9.998206e+00
9.718555e+01    9.543983e+00
9.738258e+01    9.135399e+00
9.758985e+01    8.747989e+00
9.780735e+01    8.381734e+00
9.813361e+01    7.897598e+00
9.835112e+01    7.611663e+00
9.862410e+01    7.287811e+00
9.889709e+01    6.997449e+00
9.930656e+01    6.614406e+00
9.975024e+01    6.257530e+00
1.002110e+02    5.938198e+00
1.006718e+02    5.660761e+00
1.012044e+02    5.382156e+00
1.017370e+02    5.139941e+00
1.022721e+02    4.926266e+00
1.028123e+02    4.735212e+00
1.035324e+02    4.511632e+00
1.042628e+02    4.314164e+00
1.049931e+02    4.140462e+00
1.057337e+02    3.983498e+00
1.068499e+02    3.776203e+00
1.079765e+02    3.595472e+00
1.091190e+02    3.435423e+00
1.102487e+02    3.296671e+00
1.113891e+02    3.174873e+00
1.125636e+02    3.069313e+00
1.133576e+02    3.011282e+00
1.141517e+02    2.966630e+00
1.148173e+02    2.942431e+00
1.154829e+02    2.933657e+00
1.161316e+02    2.945151e+00
1.166180e+02    2.970680e+00
1.171031e+02    3.014857e+00
1.174261e+02    3.057256e+00
1.177491e+02    3.112365e+00
1.180721e+02    3.182696e+00
1.183960e+02    3.271710e+00
1.187200e+02    3.383225e+00
1.189630e+02    3.484653e+00
1.192060e+02    3.604212e+00
1.194438e+02    3.741846e+00
1.196713e+02    3.895980e+00
1.198988e+02    4.075978e+00
1.201263e+02    4.286535e+00
1.202780e+02    4.446722e+00
1.204297e+02    4.625120e+00
1.205813e+02    4.824109e+00
1.207695e+02    5.103739e+00
1.209105e+02    5.340816e+00
1.210516e+02    5.604754e+00
1.211927e+02    5.899167e+00
1.213338e+02    6.228281e+00
1.214590e+02    6.553302e+00
1.215841e+02    6.913580e+00
1.217093e+02    7.313844e+00
1.218345e+02    7.759644e+00
1.219596e+02    8.257487e+00
1.220742e+02    8.765235e+00
1.221834e+02    9.302328e+00
1.222927e+02    9.898079e+00
1.224019e+02    1.056063e+01
1.225112e+02    1.129956e+01
1.226123e+02    1.206086e+01
1.226969e+02    1.276404e+01
1.227816e+02    1.353458e+01
1.228662e+02    1.438085e+01
1.229509e+02    1.531250e+01
1.230355e+02    1.634078e+01
1.231161e+02    1.742121e+01
1.231967e+02    1.861424e+01
1.232772e+02    1.993529e+01
1.233578e+02    2.140252e+01
1.234384e+02    2.303739e+01
1.235169e+02    2.481527e+01
1.235943e+02    2.677644e+01
1.236459e+02    2.821386e+01
1.236976e+02    2.976805e+01
1.237492e+02    3.145159e+01
1.238008e+02    3.327883e+01
1.238524e+02    3.526614e+01
1.239015e+02    3.731941e+01
1.239479e+02    3.943014e+01
1.239944e+02    4.172016e+01
1.240409e+02    4.420995e+01
1.240873e+02    4.692303e+01
1.241338e+02    4.988650e+01
1.241803e+02    5.313176e+01
1.242267e+02    5.669532e+01
1.242641e+02    5.982622e+01
1.243067e+02    6.370666e+01
1.243493e+02    6.796753e+01
1.243919e+02    7.266008e+01
1.244345e+02    7.784462e+01
1.244771e+02    8.359250e+01
1.245143e+02    8.913528e+01
1.245514e+02    9.523842e+01
1.245886e+02    1.019806e+02
1.246258e+02    1.094551e+02
1.246629e+02    1.177728e+02
1.246960e+02    1.259810e+02
1.247270e+02    1.344747e+02
1.247579e+02    1.438511e+02
1.247889e+02    1.542363e+02
1.248199e+02    1.657792e+02
1.248509e+02    1.786550e+02
1.248818e+02    1.930703e+02
1.249025e+02    2.036540e+02
1.249231e+02    2.151114e+02
1.249438e+02    2.275337e+02
1.249644e+02    2.410223e+02
1.249851e+02    2.556892e+02
1.250057e+02    2.716576e+02
1.250264e+02    2.890630e+02
1.250470e+02    3.080528e+02
1.250677e+02    3.287874e+02
1.250883e+02    3.514393e+02
1.251090e+02    3.761931e+02
1.251296e+02    4.032445e+02
1.251503e+02    4.327985e+02
1.251709e+02    4.650676e+02
1.251875e+02    4.929836e+02
1.252040e+02    5.228879e+02
1.252205e+02    5.548910e+02
1.252453e+02    6.070657e+02
1.252701e+02    6.645463e+02
1.252948e+02    7.276337e+02
1.253134e+02    7.787766e+02
1.253341e+02    8.395494e+02
1.253547e+02    9.045286e+02
1.253754e+02    9.737121e+02
1.253960e+02    1.047032e+03
1.254270e+02    1.164434e+03
1.254580e+02    1.289969e+03
1.254993e+02    1.467685e+03
1.256128e+02    1.977364e+03
1.256459e+02    2.116516e+03
1.256831e+02    2.259014e+03
1.257078e+02    2.342923e+03
1.257326e+02    2.416023e+03
1.257547e+02    2.470785e+03
1.257767e+02    2.514915e+03
1.257988e+02    2.547682e+03
1.258208e+02    2.568545e+03
1.258434e+02    2.577221e+03
1.258664e+02    2.572744e+03
1.258877e+02    2.556733e+03
1.259090e+02    2.529608e+03
1.259302e+02    2.491840e+03
1.259515e+02    2.444061e+03
1.259763e+02    2.376844e+03
1.260011e+02    2.298546e+03
1.260382e+02    2.163857e+03
1.260713e+02    2.030953e+03
1.261332e+02    1.763259e+03
1.261952e+02    1.492604e+03
1.262365e+02    1.320654e+03
1.262675e+02    1.199271e+03
1.262984e+02    1.085743e+03
1.263294e+02    9.808177e+02
1.263501e+02    9.158362e+02
1.263707e+02    8.548646e+02
1.263903e+02    8.006249e+02
1.264089e+02    7.524875e+02
1.264275e+02    7.074232e+02
1.264461e+02    6.653260e+02
1.264647e+02    6.260739e+02
1.264832e+02    5.895327e+02
1.265018e+02    5.555603e+02
1.265204e+02    5.240097e+02
1.265400e+02    4.931694e+02
1.265607e+02    4.632506e+02
1.265813e+02    4.357459e+02
1.266020e+02    4.104628e+02
1.266226e+02    3.872177e+02
1.266433e+02    3.658369e+02
1.266639e+02    3.461577e+02
1.266846e+02    3.280290e+02
1.267052e+02    3.113112e+02
1.267259e+02    2.958761e+02
1.267569e+02    2.748749e+02
1.267878e+02    2.561468e+02
1.268188e+02    2.393884e+02
1.268498e+02    2.243394e+02
1.268808e+02    2.107772e+02
1.269117e+02    1.985119e+02
1.269427e+02    1.873812e+02
1.269737e+02    1.772470e+02
1.270047e+02    1.679908e+02
1.270383e+02    1.588031e+02
1.270775e+02    1.491428e+02
1.271166e+02    1.404242e+02
1.271557e+02    1.325246e+02
1.271948e+02    1.253410e+02
1.272339e+02    1.187866e+02
1.272803e+02    1.117156e+02
1.273268e+02    1.053245e+02
1.273733e+02    9.952602e+01
1.274197e+02    9.424668e+01
1.274662e+02    8.942434e+01
1.275075e+02    8.547850e+01
1.275591e+02    8.094650e+01
1.276107e+02    7.680931e+01
1.276624e+02    7.302097e+01
1.277140e+02    6.954217e+01
1.277914e+02    6.483163e+01
1.278689e+02    6.064698e+01
1.279463e+02    5.691069e+01
1.280237e+02    5.355923e+01
1.281012e+02    5.054009e+01
1.281786e+02    4.780955e+01
1.282560e+02    4.533092e+01
1.283419e+02    4.284025e+01
1.284446e+02    4.016904e+01
1.285472e+02    3.778536e+01
1.286499e+02    3.564809e+01
1.287525e+02    3.372337e+01
1.288552e+02    3.198306e+01
1.289576e+02    3.040714e+01
1.290600e+02    2.897162e+01
1.291966e+02    2.724744e+01
1.293331e+02    2.571030e+01
1.294766e+02    2.426776e+01
1.296268e+02    2.291766e+01
1.297771e+02    2.170905e+01
1.299274e+02    2.062212e+01
