#    energy (eV)  cross sec. (b)
3.747522e+02    6.321962e+02
3.747922e+02    6.295364e+02
3.748219e+02    6.242223e+02
3.748605e+02    6.132063e+02
3.748968e+02    5.988685e+02
3.749319e+02    5.816164e+02
3.749670e+02    5.613922e+02
3.750138e+02    5.304867e+02
3.750594e+02    4.969126e+02
3.751214e+02    4.476282e+02
3.752525e+02    3.396714e+02
3.752993e+02    3.027460e+02
3.753461e+02    2.677782e+02
3.753812e+02    2.431233e+02
3.754163e+02    2.199745e+02
3.754397e+02    2.054266e+02
3.754710e+02    1.871097e+02
3.755023e+02    1.701144e+02
3.755257e+02    1.582339e+02
3.755492e+02    1.470867e+02
3.755758e+02    1.353153e+02
3.755978e+02    1.262894e+02
3.756197e+02    1.178540e+02
3.756416e+02    1.099881e+02
3.756636e+02    1.026686e+02
3.756855e+02    9.587096e+01
3.757074e+02    8.956943e+01
3.757294e+02    8.373772e+01
3.757550e+02    7.749231e+01
3.757769e+02    7.258704e+01
3.757989e+02    6.806738e+01
3.758208e+02    6.390744e+01
3.758427e+02    6.008202e+01
3.758647e+02    5.656676e+01
3.758866e+02    5.333830e+01
3.759085e+02    5.037437e+01
3.759305e+02    4.765380e+01
3.759451e+02    4.596540e+01
3.759744e+02    4.286423e+01
3.760017e+02    4.026343e+01
3.760291e+02    3.792297e+01
3.760565e+02    3.581430e+01
3.760839e+02    3.391163e+01
3.761113e+02    3.219175e+01
3.761387e+02    3.063391e+01
3.761660e+02    2.921960e+01
3.762034e+02    2.749294e+01
3.762333e+02    2.625748e+01
3.762731e+02    2.478275e+01
3.763129e+02    2.347642e+01
3.763528e+02    2.231220e+01
3.763926e+02    2.126843e+01
3.764324e+02    2.032727e+01
3.764922e+02    1.907654e+01
3.765360e+02    1.826244e+01
3.765838e+02    1.745770e+01
3.766555e+02    1.638726e+01
3.767272e+02    1.545213e+01
3.767989e+02    1.462762e+01
3.768705e+02    1.389500e+01
3.769522e+02    1.315381e+01
3.770389e+02    1.245865e+01
3.771256e+02    1.184254e+01
3.772123e+02    1.129341e+01
3.772990e+02    1.080174e+01
3.773882e+02    1.034803e+01
3.774824e+02    9.919457e+00
3.775766e+02    9.537657e+00
3.776707e+02    9.199951e+00
3.777649e+02    8.907119e+00
3.778591e+02    8.665238e+00
3.779327e+02    8.520623e+00
3.780063e+02    8.427821e+00
3.780553e+02    8.403563e+00
3.781044e+02    8.417796e+00
3.781534e+02    8.479711e+00
3.782025e+02    8.600405e+00
3.782393e+02    8.737264e+00
3.782690e+02    8.881741e+00
3.783041e+02    9.095377e+00
3.783391e+02    9.362001e+00
3.783741e+02    9.687847e+00
3.784091e+02    1.007920e+01
3.784441e+02    1.054223e+01
3.784791e+02    1.108272e+01
3.785141e+02    1.170584e+01
3.785505e+02    1.244655e+01
3.785789e+02    1.309120e+01
3.786073e+02    1.379584e+01
3.786452e+02    1.482860e+01
3.786830e+02    1.596551e+01
3.787256e+02    1.736025e+01
3.787681e+02    1.886580e+01
3.788227e+02    2.092645e+01
3.789610e+02    2.641284e+01
3.790064e+02    2.813563e+01
3.790518e+02    2.973508e+01
3.790971e+02    3.115980e+01
3.791425e+02    3.236160e+01
3.791766e+02    3.309091e+01
3.792106e+02    3.365595e+01
3.792469e+02    3.406442e+01
3.792872e+02    3.427150e+01
3.792994e+02    3.428207e+01
3.793388e+02    3.414984e+01
3.793751e+02    3.380626e+01
3.794091e+02    3.329813e+01
3.794522e+02    3.241275e+01
3.794976e+02    3.121833e+01
3.795430e+02    2.979517e+01
3.795884e+02    2.819020e+01
3.796549e+02    2.561439e+01
3.797892e+02    2.018443e+01
3.798459e+02    1.800997e+01
3.798884e+02    1.648202e+01
3.799310e+02    1.506147e+01
3.799629e+02    1.407206e+01
3.799985e+02    1.305344e+01
3.800340e+02    1.212269e+01
3.800696e+02    1.127935e+01
3.801025e+02    1.057551e+01
3.801326e+02    9.990884e+00
3.801628e+02    9.462542e+00
3.801930e+02    8.987264e+00
3.802232e+02    8.561528e+00
3.802534e+02    8.181623e+00
3.802835e+02    7.843761e+00
3.803137e+02    7.544157e+00
3.803533e+02    7.203448e+00
3.803899e+02    6.933533e+00
3.804266e+02    6.701874e+00
3.804755e+02    6.443251e+00
3.805243e+02    6.231802e+00
3.805732e+02    6.057956e+00
3.806221e+02    5.913787e+00
3.806954e+02    5.739483e+00
3.807862e+02    5.572557e+00
3.808525e+02    5.473702e+00
3.809852e+02    5.312955e+00
3.811179e+02    5.183129e+00
3.813403e+02    5.005538e+00
3.816095e+02    4.831479e+00
3.818787e+02    4.686377e+00
3.822321e+02    4.525971e+00
3.826277e+02    4.375270e+00
3.830232e+02    4.246772e+00
3.835502e+02    4.101169e+00
3.840772e+02    3.977650e+00
3.846669e+02    3.859240e+00
3.853822e+02    3.737054e+00
3.863358e+02    3.601287e+00
3.873332e+02    3.483610e+00
3.883306e+02    3.384095e+00
3.897241e+02    3.267179e+00
3.911813e+02    3.164693e+00
3.934104e+02    3.034414e+00
3.949109e+02    2.959048e+00
3.977571e+02    2.833594e+00
4.023177e+02    2.658974e+00
4.099873e+02    2.381680e+00
4.129427e+02    2.267153e+00
4.160217e+02    2.137302e+00
4.196804e+02    1.966423e+00
4.215456e+02    1.876635e+00
4.227918e+02    1.822095e+00
4.235187e+02    1.796290e+00
4.241178e+02    1.781334e+00
4.247067e+02    1.775562e+00
4.252462e+02    1.782222e+00
4.256680e+02    1.799176e+00
4.260631e+02    1.828372e+00
4.264051e+02    1.867857e+00
4.266330e+02    1.903761e+00
4.268610e+02    1.949310e+00
4.270581e+02    1.998150e+00
4.272552e+02    2.057617e+00
4.274523e+02    2.129928e+00
4.276494e+02    2.217855e+00
4.278259e+02    2.312713e+00
4.279583e+02    2.395786e+00
4.280907e+02    2.490864e+00
4.282231e+02    2.599882e+00
4.283555e+02    2.725166e+00
4.284921e+02    2.874503e+00
4.285946e+02    3.002080e+00
4.286971e+02    3.145099e+00
4.287996e+02    3.305803e+00
4.289021e+02    3.486847e+00
4.289953e+02    3.671876e+00
4.290885e+02    3.879171e+00
4.291818e+02    4.112081e+00
4.292750e+02    4.374602e+00
4.293682e+02    4.671535e+00
4.294522e+02    4.973267e+00
4.295316e+02    5.292987e+00
4.296109e+02    5.651617e+00
4.296903e+02    6.055419e+00
4.297432e+02    6.353412e+00
4.297961e+02    6.677497e+00
4.298649e+02    7.142874e+00
4.299284e+02    7.623119e+00
4.299918e+02    8.159900e+00
4.300553e+02    8.762598e+00
4.300976e+02    9.206630e+00
4.301400e+02    9.689170e+00
4.301807e+02    1.019506e+01
4.302200e+02    1.072449e+01
4.302592e+02    1.130108e+01
4.302984e+02    1.193099e+01
4.303377e+02    1.262149e+01
4.303769e+02    1.338118e+01
4.304161e+02    1.422026e+01
4.304554e+02    1.515088e+01
4.304937e+02    1.616333e+01
4.305313e+02    1.726628e+01
4.305688e+02    1.849933e+01
4.305969e+02    1.952208e+01
4.306250e+02    2.064012e+01
4.306531e+02    2.186511e+01
4.306812e+02    2.321021e+01
4.307094e+02    2.469027e+01
4.307375e+02    2.632196e+01
4.307656e+02    2.812399e+01
4.307919e+02    2.997796e+01
4.308172e+02    3.194107e+01
4.308425e+02    3.409517e+01
4.308678e+02    3.646057e+01
4.308931e+02    3.905944e+01
4.309184e+02    4.191585e+01
4.309437e+02    4.505581e+01
4.309691e+02    4.850730e+01
4.309944e+02    5.230029e+01
4.310197e+02    5.646669e+01
4.310450e+02    6.104026e+01
4.310675e+02    6.547618e+01
4.310900e+02    7.028791e+01
4.311125e+02    7.550235e+01
4.311350e+02    8.114714e+01
4.311575e+02    8.725050e+01
4.311800e+02    9.384099e+01
4.312025e+02    1.009473e+02
4.312250e+02    1.085979e+02
4.312526e+02    1.187527e+02
4.312801e+02    1.298161e+02
4.313077e+02    1.418353e+02
4.313352e+02    1.548531e+02
4.313628e+02    1.689073e+02
4.313870e+02    1.821194e+02
4.314170e+02    1.996729e+02
4.314470e+02    2.185354e+02
4.314770e+02    2.387116e+02
4.315070e+02    2.601892e+02
4.315370e+02    2.829373e+02
4.315820e+02    3.193240e+02
4.316270e+02    3.581830e+02
4.316720e+02    3.991311e+02
4.317440e+02    4.676935e+02
4.318580e+02    5.777367e+02
4.319180e+02    6.324893e+02
4.319630e+02    6.704007e+02
4.320080e+02    7.045975e+02
4.320530e+02    7.342223e+02
4.320980e+02    7.585069e+02
4.321280e+02    7.714055e+02
4.321674e+02    7.840426e+02
4.322068e+02    7.915685e+02
4.322429e+02    7.938475e+02
4.322801e+02    7.915377e+02
4.323110e+02    7.860612e+02
4.323470e+02    7.757282e+02
4.323830e+02    7.613299e+02
4.324280e+02    7.380279e+02
4.324730e+02    7.094487e+02
4.325180e+02    6.763630e+02
4.325630e+02    6.396244e+02
4.326230e+02    5.865130e+02
4.327910e+02    4.294677e+02
4.328510e+02    3.758847e+02
4.328960e+02    3.379366e+02
4.329410e+02    3.023327e+02
4.329710e+02    2.800316e+02
4.330010e+02    2.589399e+02
4.330310e+02    2.390881e+02
4.330610e+02    2.204889e+02
4.330910e+02    2.031390e+02
4.331194e+02    1.878464e+02
4.331478e+02    1.736335e+02
4.331762e+02    1.604669e+02
4.332046e+02    1.483070e+02
4.332330e+02    1.371084e+02
4.332650e+02    1.255941e+02
4.332875e+02    1.181430e+02
4.333100e+02    1.112010e+02
4.333325e+02    1.047411e+02
4.333550e+02    9.873641e+01
4.333775e+02    9.316023e+01
4.334000e+02    8.798622e+01
4.334319e+02    8.129488e+01
4.334600e+02    7.596211e+01
4.334881e+02    7.111689e+01
4.335163e+02    6.671574e+01
4.335444e+02    6.271787e+01
4.335725e+02    5.908521e+01
4.336006e+02    5.578255e+01
4.336288e+02    5.277742e+01
4.336569e+02    5.004008e+01
4.336850e+02    4.754343e+01
4.337225e+02    4.454675e+01
4.337600e+02    4.188259e+01
4.337975e+02    3.950588e+01
4.338350e+02    3.737767e+01
4.338725e+02    3.546448e+01
4.339100e+02    3.373761e+01
4.339475e+02    3.217254e+01
4.339850e+02    3.074837e+01
4.340225e+02    2.944727e+01
4.340722e+02    2.788657e+01
4.341219e+02    2.648635e+01
4.341716e+02    2.522277e+01
4.342214e+02    2.407640e+01
4.342959e+02    2.254259e+01
4.343705e+02    2.119489e+01
4.344465e+02    1.997864e+01
4.345256e+02    1.885614e+01
4.346046e+02    1.785458e+01
4.346836e+02    1.695561e+01
4.347626e+02    1.614452e+01
4.348416e+02    1.540930e+01
4.349262e+02    1.469481e+01
4.350108e+02    1.404595e+01
4.351237e+02    1.326865e+01
4.352365e+02    1.257711e+01
4.353608e+02    1.189894e+01
4.354967e+02    1.124274e+01
4.356325e+02    1.066101e+01
4.357683e+02    1.014217e+01
4.359127e+02    9.649186e+00
4.360657e+02    9.182947e+00
4.362186e+02    8.765747e+00
4.363716e+02    8.390485e+00
4.365719e+02    7.952919e+00
4.367576e+02    7.593357e+00
4.369433e+02    7.271311e+00
4.371909e+02    6.890992e+00
4.374385e+02    6.557473e+00
4.376888e+02    6.259757e+00
4.379391e+02    5.995184e+00
4.381894e+02    5.758578e+00
4.385718e+02    5.441784e+00
4.389682e+02    5.159746e+00
4.393646e+02    4.915329e+00
4.398106e+02    4.676297e+00
4.402814e+02    4.457098e+00
4.407523e+02    4.265223e+00
4.412179e+02    4.097225e+00
4.419164e+02    3.877383e+00
4.426149e+02    3.687681e+00
4.434233e+02    3.496705e+00
4.442318e+02    3.329022e+00
4.452944e+02    3.134831e+00
4.463416e+02    2.964576e+00
4.478353e+02    2.746271e+00
4.493732e+02    2.540737e+00
4.510764e+02    2.326762e+00
4.529368e+02    2.106916e+00
4.538809e+02    2.005423e+00
4.545287e+02    1.944113e+00
4.551544e+02    1.896151e+00
4.556071e+02    1.872251e+00
4.560598e+02    1.862018e+00
4.560948e+02    1.861961e+00
4.563911e+02    1.866741e+00
4.566291e+02    1.878639e+00
4.568672e+02    1.899534e+00
4.571053e+02    1.931590e+00
4.572995e+02    1.967902e+00
4.574936e+02    2.015352e+00
4.576878e+02    2.076275e+00
4.578335e+02    2.132535e+00
4.579628e+02    2.191419e+00
4.581244e+02    2.278744e+00
4.582456e+02    2.355883e+00
4.583668e+02    2.444612e+00
4.584880e+02    2.546657e+00
4.586036e+02    2.658209e+00
4.587163e+02    2.782469e+00
4.588290e+02    2.924271e+00
4.589418e+02    3.086320e+00
4.590545e+02    3.271837e+00
4.591613e+02    3.472724e+00
4.592562e+02    3.675037e+00
4.593511e+02    3.903106e+00
4.594461e+02    4.160824e+00
4.595410e+02    4.452825e+00
4.596043e+02    4.669241e+00
4.596927e+02    5.004782e+00
4.597778e+02    5.369811e+00
4.598345e+02    5.639250e+00
4.598913e+02    5.932181e+00
4.599480e+02    6.251201e+00
4.600047e+02    6.599289e+00
4.600615e+02    6.979865e+00
4.601117e+02    7.346727e+00
4.601771e+02    7.873284e+00
4.602426e+02    8.461970e+00
4.603080e+02    9.122743e+00
4.603517e+02    9.609216e+00
4.603953e+02    1.013738e+01
4.604390e+02    1.071220e+01
4.604814e+02    1.132156e+01
4.605238e+02    1.198678e+01
4.605663e+02    1.271516e+01
4.606087e+02    1.351533e+01
4.606512e+02    1.439749e+01
4.606936e+02    1.537379e+01
4.607361e+02    1.645871e+01
4.607785e+02    1.766959e+01
4.608156e+02    1.884825e+01
4.608528e+02    2.015560e+01
4.608899e+02    2.161096e+01
4.609177e+02    2.281311e+01
4.609456e+02    2.412210e+01
4.609734e+02    2.555025e+01
4.610013e+02    2.711132e+01
4.610291e+02    2.882076e+01
4.610569e+02    3.069580e+01
4.610838e+02    3.267581e+01
4.611085e+02    3.467202e+01
4.611332e+02    3.684685e+01
4.611580e+02    3.921827e+01
4.611827e+02    4.180583e+01
4.612075e+02    4.463076e+01
4.612323e+02    4.771602e+01
4.612570e+02    5.108638e+01
4.612818e+02    5.476842e+01
4.613065e+02    5.879057e+01
4.613313e+02    6.318309e+01
4.613508e+02    6.694427e+01
4.613735e+02    7.163634e+01
4.613962e+02    7.671589e+01
4.614189e+02    8.221096e+01
4.614416e+02    8.815060e+01
4.614643e+02    9.456465e+01
4.614870e+02    1.014836e+02
4.615097e+02    1.089385e+02
4.615309e+02    1.164326e+02
4.615606e+02    1.277918e+02
4.615903e+02    1.402420e+02
4.616200e+02    1.538500e+02
4.616497e+02    1.686790e+02
4.616794e+02    1.847869e+02
4.617042e+02    1.992243e+02
4.617289e+02    2.146103e+02
4.617619e+02    2.366345e+02
4.617949e+02    2.604109e+02
4.618279e+02    2.859489e+02
4.618609e+02    3.132332e+02
4.618939e+02    3.422204e+02
4.619269e+02    3.728368e+02
4.619764e+02    4.215742e+02
4.620259e+02    4.732245e+02
4.621018e+02    5.564595e+02
4.622305e+02    6.999140e+02
4.622965e+02    7.690070e+02
4.623460e+02    8.163667e+02
4.623955e+02    8.584830e+02
4.624450e+02    8.941718e+02
4.624846e+02    9.173932e+02
4.625242e+02    9.353955e+02
4.625594e+02    9.467485e+02
4.626017e+02    9.543272e+02
4.626254e+02    9.556305e+02
4.626560e+02    9.541812e+02
4.626935e+02    9.476178e+02
4.627305e+02    9.361478e+02
4.627667e+02    9.202314e+02
4.628014e+02    9.010078e+02
4.628509e+02    8.673301e+02
4.629004e+02    8.272838e+02
4.629499e+02    7.820439e+02
4.630192e+02    7.123809e+02
4.632040e+02    5.147184e+02
4.632535e+02    4.640387e+02
4.633030e+02    4.158874e+02
4.633525e+02    3.708033e+02
4.633855e+02    3.426405e+02
4.634185e+02    3.160788e+02
4.634515e+02    2.911592e+02
4.634845e+02    2.678970e+02
4.635175e+02    2.462838e+02
4.635505e+02    2.262912e+02
4.635835e+02    2.078738e+02
4.636160e+02    1.912248e+02
4.636485e+02    1.759776e+02
4.636810e+02    1.620572e+02
4.637134e+02    1.493836e+02
4.637459e+02    1.378736e+02
4.637712e+02    1.296716e+02
4.638001e+02    1.210462e+02
4.638289e+02    1.131629e+02
4.638578e+02    1.059647e+02
4.638867e+02    9.939682e+01
4.639156e+02    9.340655e+01
4.639444e+02    8.794412e+01
4.639733e+02    8.296264e+01
4.640084e+02    7.749733e+01
4.640393e+02    7.315247e+01
4.640702e+02    6.920770e+01
4.641012e+02    6.562163e+01
4.641321e+02    6.235666e+01
4.641734e+02    5.844473e+01
4.642146e+02    5.497258e+01
4.642559e+02    5.187889e+01
4.642971e+02    4.911100e+01
4.643391e+02    4.658134e+01
4.643819e+02    4.426409e+01
4.644246e+02    4.217084e+01
4.644673e+02    4.027133e+01
4.645315e+02    3.773076e+01
4.645956e+02    3.550005e+01
4.646597e+02    3.352508e+01
4.647159e+02    3.197118e+01
4.647720e+02    3.055824e+01
4.648563e+02    2.866323e+01
4.649406e+02    2.699422e+01
4.650248e+02    2.551296e+01
4.651091e+02    2.418962e+01
4.651903e+02    2.304170e+01
4.652715e+02    2.200126e+01
4.653798e+02    2.075717e+01
4.654880e+02    1.965227e+01
4.656074e+02    1.856947e+01
4.657380e+02    1.752257e+01
4.658685e+02    1.659568e+01
4.659990e+02    1.576993e+01
4.661444e+02    1.495100e+01
4.663046e+02    1.415201e+01
4.664648e+02    1.344424e+01
4.666250e+02    1.281340e+01
4.667922e+02    1.222452e+01
4.669665e+02    1.167534e+01
4.671407e+02    1.118242e+01
4.674021e+02    1.053146e+01
4.676091e+02    1.007914e+01
4.678161e+02    9.673484e+00
4.681265e+02    9.138249e+00
4.683546e+02    8.792046e+00
4.686038e+02    8.451952e+00
4.689776e+02    8.004300e+00
4.693644e+02    7.605748e+00
4.697770e+02    7.238700e+00
4.701897e+02    6.920233e+00
4.706725e+02    6.597336e+00
4.711904e+02    6.298922e+00
4.717083e+02    6.040403e+00
4.723017e+02    5.783603e+00
4.728951e+02    5.560749e+00
4.735137e+02    5.357592e+00
4.741826e+02    5.165125e+00
4.750746e+02    4.943697e+00
4.759014e+02    4.766986e+00
4.767283e+02    4.612169e+00
4.776806e+02    4.455609e+00
4.788837e+02    4.283922e+00
4.800869e+02    4.135407e+00
4.812909e+02    4.004826e+00
4.828967e+02    3.852337e+00
4.845024e+02    3.719001e+00
4.869106e+02    3.545064e+00
4.894377e+02    3.386165e+00
4.920075e+02    3.240979e+00
4.970182e+02    2.984005e+00
5.001119e+02    2.838975e+00
5.016024e+02    2.782661e+00
5.025636e+02    2.762274e+00
5.029147e+02    2.761179e+00
5.035036e+02    2.772555e+00
5.038920e+02    2.793879e+00
5.042804e+02    2.832520e+00
5.045898e+02    2.881661e+00
5.048218e+02    2.933783e+00
5.050393e+02    2.998876e+00
5.052495e+02    3.081785e+00
5.053896e+02    3.151283e+00
5.055179e+02    3.227517e+00
5.056343e+02    3.309460e+00
5.057507e+02    3.406209e+00
5.058671e+02    3.521079e+00
5.059733e+02    3.645330e+00
5.060693e+02    3.777263e+00
5.061653e+02    3.932042e+00
5.062613e+02    4.115049e+00
5.063310e+02    4.269609e+00
5.063961e+02    4.433926e+00
5.064612e+02    4.621299e+00
5.065263e+02    4.836410e+00
5.065914e+02    5.085270e+00
5.066565e+02    5.375658e+00
5.066978e+02    5.585649e+00
5.067390e+02    5.819525e+00
5.067803e+02    6.081084e+00
5.068215e+02    6.374834e+00
5.068627e+02    6.706124e+00
5.069040e+02    7.081284e+00
5.069452e+02    7.507788e+00
5.069762e+02    7.866594e+00
5.070071e+02    8.263448e+00
5.070381e+02    8.703123e+00
5.070690e+02    9.190957e+00
5.070999e+02    9.732900e+00
5.071309e+02    1.033555e+01
5.071618e+02    1.100620e+01
5.071927e+02    1.175287e+01
5.072237e+02    1.258431e+01
5.072546e+02    1.351005e+01
5.072856e+02    1.454038e+01
5.073165e+02    1.568633e+01
5.073412e+02    1.669423e+01
5.073660e+02    1.778996e+01
5.073907e+02    1.898011e+01
5.074155e+02    2.027146e+01
5.074402e+02    2.167098e+01
5.074650e+02    2.318576e+01
5.074898e+02    2.482299e+01
5.075145e+02    2.658982e+01
5.075448e+02    2.894126e+01
5.075751e+02    3.151062e+01
5.076055e+02    3.431011e+01
5.076358e+02    3.735105e+01
5.076661e+02    4.064364e+01
5.076927e+02    4.374725e+01
5.077257e+02    4.788228e+01
5.077587e+02    5.233927e+01
5.077917e+02    5.712101e+01
5.078247e+02    6.222626e+01
5.078577e+02    6.764922e+01
5.078907e+02    7.337914e+01
5.079402e+02    8.251259e+01
5.079848e+02    9.122639e+01
5.080442e+02    1.034304e+02
5.082273e+02    1.425022e+02
5.082768e+02    1.525190e+02
5.083263e+02    1.618791e+02
5.083758e+02    1.703549e+02
5.084253e+02    1.777302e+02
5.084748e+02    1.838106e+02
5.085078e+02    1.870623e+02
5.085511e+02    1.902807e+02
5.085944e+02    1.922461e+02
5.086399e+02    1.929185e+02
5.086794e+02    1.923383e+02
5.087256e+02    1.903059e+02
5.087652e+02    1.874431e+02
5.088147e+02    1.825003e+02
5.088642e+02    1.761795e+02
5.089137e+02    1.686597e+02
5.089467e+02    1.630805e+02
5.090127e+02    1.508555e+02
5.090820e+02    1.369773e+02
5.092371e+02    1.050211e+02
5.093031e+02    9.210518e+01
5.093526e+02    8.297873e+01
5.094021e+02    7.443423e+01
5.094351e+02    6.909221e+01
5.094681e+02    6.404766e+01
5.095011e+02    5.930709e+01
5.095368e+02    5.452577e+01
5.095725e+02    5.009992e+01
5.096081e+02    4.602251e+01
5.096438e+02    4.228274e+01
5.096769e+02    3.910945e+01
5.097099e+02    3.620074e+01
5.097429e+02    3.354240e+01
5.097760e+02    3.111934e+01
5.098090e+02    2.891596e+01
5.098373e+02    2.719056e+01
5.098719e+02    2.527087e+01
5.099065e+02    2.354224e+01
5.099411e+02    2.198752e+01
5.099757e+02    2.059035e+01
5.100103e+02    1.933525e+01
5.100449e+02    1.820779e+01
5.100795e+02    1.719460e+01
5.101174e+02    1.620068e+01
5.101586e+02    1.524157e+01
5.101999e+02    1.439329e+01
5.102411e+02    1.364096e+01
5.102824e+02    1.297163e+01
5.103236e+02    1.237402e+01
5.103649e+02    1.183842e+01
5.104061e+02    1.135645e+01
5.104504e+02    1.089108e+01
5.104976e+02    1.044488e+01
5.105684e+02    9.857477e+00
5.106392e+02    9.350513e+00
5.107101e+02    8.908347e+00
5.107809e+02    8.519047e+00
5.108607e+02    8.132463e+00
5.109450e+02    7.773322e+00
5.110292e+02    7.455829e+00
5.111416e+02    7.085524e+00
5.112539e+02    6.764639e+00
5.113757e+02    6.462019e+00
5.114975e+02    6.197747e+00
5.116192e+02    5.965060e+00
5.117410e+02    5.758704e+00
5.118723e+02    5.560869e+00
5.120693e+02    5.303676e+00
5.122663e+02    5.084730e+00
5.125067e+02    4.858175e+00
5.127471e+02    4.666654e+00
5.130015e+02    4.493849e+00
5.132839e+02    4.330332e+00
5.135664e+02    4.190367e+00
5.138675e+02    4.061706e+00
5.142814e+02    3.911906e+00
5.147557e+02    3.769638e+00
5.152903e+02    3.637122e+00
5.158906e+02    3.514138e+00
5.165566e+02    3.400972e+00
5.173586e+02    3.288133e+00
5.182966e+02    3.179161e+00
5.194475e+02    3.068755e+00
5.208114e+02    2.960330e+00
5.223573e+02    2.856757e+00
5.240851e+02    2.756768e+00
5.266052e+02    2.629444e+00
5.299462e+02    2.479499e+00
5.406826e+02    2.033964e+00
5.441241e+02    1.884214e+00
5.476229e+02    1.722460e+00
5.503806e+02    1.586212e+00
5.532836e+02    1.433175e+00
5.558788e+02    1.287564e+00
5.589937e+02    1.103349e+00
5.618186e+02    9.338067e-01
5.632936e+02    8.497560e-01
5.642968e+02    7.974813e-01
5.649656e+02    7.662349e-01
5.656344e+02    7.390537e-01
5.661749e+02    7.209847e-01
5.665871e+02    7.101469e-01
5.669992e+02    7.023804e-01
5.674114e+02    6.982589e-01
5.676175e+02    6.977782e-01
5.679703e+02    6.997662e-01
5.683231e+02    7.057973e-01
5.686733e+02    7.164241e-01
5.690181e+02    7.321360e-01
5.693629e+02    7.539024e-01
5.696345e+02    7.759561e-01
5.698695e+02    7.989989e-01
5.701045e+02    8.261523e-01
5.703134e+02    8.541172e-01
5.705223e+02    8.860685e-01
5.707312e+02    9.224177e-01
5.709401e+02    9.636245e-01
5.711490e+02    1.010205e+00
5.713579e+02    1.062736e+00
5.715403e+02    1.113990e+00
5.717228e+02    1.170762e+00
5.719252e+02    1.240888e+00
5.720869e+02    1.302803e+00
5.722486e+02    1.370475e+00
5.724103e+02    1.444426e+00
5.725720e+02    1.525233e+00
5.727337e+02    1.613539e+00
5.728954e+02    1.710056e+00
5.730571e+02    1.815579e+00
5.732232e+02    1.934313e+00
5.733938e+02    2.068218e+00
5.735643e+02    2.215583e+00
5.737349e+02    2.377891e+00
5.738828e+02    2.532011e+00
5.740706e+02    2.747714e+00
5.741958e+02    2.905234e+00
5.743210e+02    3.074843e+00
5.744462e+02    3.257612e+00
5.745715e+02    3.454730e+00
5.746967e+02    3.667517e+00
5.748219e+02    3.897444e+00
5.749721e+02    4.198276e+00
5.751224e+02    4.529375e+00
5.752726e+02    4.894436e+00
5.754229e+02    5.297723e+00
5.755731e+02    5.744167e+00
5.757171e+02    6.217749e+00
5.758579e+02    6.730066e+00
5.759987e+02    7.297326e+00
5.761396e+02    7.926978e+00
5.762335e+02    8.385661e+00
5.763273e+02    8.878883e+00
5.764552e+02    9.612076e+00
5.765765e+02    1.038172e+01
5.766979e+02    1.123288e+01
5.768192e+02    1.217679e+01
5.769406e+02    1.322669e+01
5.770215e+02    1.399312e+01
5.771014e+02    1.480804e+01
5.771813e+02    1.568663e+01
5.772611e+02    1.663545e+01
5.773410e+02    1.766192e+01
5.774209e+02    1.877448e+01
5.775008e+02    1.998277e+01
5.775806e+02    2.129781e+01
5.776605e+02    2.273231e+01
5.777537e+02    2.457657e+01
5.778469e+02    2.663095e+01
5.779090e+02    2.813327e+01
5.779711e+02    2.975487e+01
5.780332e+02    3.150873e+01
5.780954e+02    3.340970e+01
5.781575e+02    3.547482e+01
5.782241e+02    3.789203e+01
5.782906e+02    4.054849e+01
5.783572e+02    4.347741e+01
5.784238e+02    4.671806e+01
5.784903e+02    5.031712e+01
5.785542e+02    5.416113e+01
5.786168e+02    5.835158e+01
5.786793e+02    6.303046e+01
5.787211e+02    6.645933e+01
5.787628e+02    7.016687e+01
5.788045e+02    7.418341e+01
5.788462e+02    7.854301e+01
5.788994e+02    8.466821e+01
5.789527e+02    9.150603e+01
5.789882e+02    9.651155e+01
5.790237e+02    1.019148e+02
5.790592e+02    1.077537e+02
5.790947e+02    1.140699e+02
5.791302e+02    1.209085e+02
5.791657e+02    1.283182e+02
5.792012e+02    1.363517e+02
5.792367e+02    1.450655e+02
5.792722e+02    1.545201e+02
5.793077e+02    1.647794e+02
5.793432e+02    1.759110e+02
5.793787e+02    1.879855e+02
5.794142e+02    2.010764e+02
5.794497e+02    2.152592e+02
5.794852e+02    2.306108e+02
5.795207e+02    2.472084e+02
5.795562e+02    2.651285e+02
5.795917e+02    2.844460e+02
5.796272e+02    3.052320e+02
5.796627e+02    3.275527e+02
5.796982e+02    3.514675e+02
5.797408e+02    3.823398e+02
5.797834e+02    4.156460e+02
5.798260e+02    4.514245e+02
5.798686e+02    4.896803e+02
5.799112e+02    5.303795e+02
5.799609e+02    5.808437e+02
5.800141e+02    6.382455e+02
5.800852e+02    7.194777e+02
5.801739e+02    8.266883e+02
5.803514e+02    1.045811e+03
5.804224e+02    1.128530e+03
5.804934e+02    1.204363e+03
5.805573e+02    1.264471e+03
5.806212e+02    1.314944e+03
5.806801e+02    1.351563e+03
5.807291e+02    1.373995e+03
5.807781e+02    1.388683e+03
5.808276e+02    1.395378e+03
5.808475e+02    1.395740e+03
5.809036e+02    1.389577e+03
5.809576e+02    1.373776e+03
5.810117e+02    1.348741e+03
5.810701e+02    1.312078e+03
5.811286e+02    1.266490e+03
5.811675e+02    1.231765e+03
