#    energy (eV)  cross sec. (b)
1.203285e+02    1.094772e+01
1.210534e+02    1.063228e+01
1.218961e+02    1.035055e+01
1.229220e+02    1.008516e+01
1.241967e+02    9.829115e+00
1.259489e+02    9.556030e+00
1.277258e+02    9.334449e+00
1.304295e+02    9.058352e+00
1.340456e+02    8.753926e+00
1.397068e+02    8.353629e+00
1.492099e+02    7.771066e+00
1.579414e+02    7.242858e+00
1.618656e+02    6.970829e+00
1.648870e+02    6.718519e+00
1.671297e+02    6.484813e+00
1.698286e+02    6.146689e+00
1.703944e+02    6.101849e+00
1.705592e+02    6.098586e+00
1.708413e+02    6.112347e+00
1.710484e+02    6.146618e+00
1.712368e+02    6.206074e+00
1.713781e+02    6.276754e+00
1.715054e+02    6.367548e+00
1.716256e+02    6.485757e+00
1.717459e+02    6.647266e+00
1.718444e+02    6.823667e+00
1.719101e+02    6.970264e+00
1.719758e+02    7.146245e+00
1.720381e+02    7.346815e+00
1.720971e+02    7.573961e+00
1.721561e+02    7.846523e+00
1.722003e+02    8.087808e+00
1.722445e+02    8.367939e+00
1.722911e+02    8.714188e+00
1.723260e+02    9.016231e+00
1.723609e+02    9.362557e+00
1.723958e+02    9.762474e+00
1.724307e+02    1.022792e+01
1.724645e+02    1.075491e+01
1.724870e+02    1.115699e+01
1.725095e+02    1.160716e+01
1.725320e+02    1.211319e+01
1.725545e+02    1.268423e+01
1.725770e+02    1.333107e+01
1.725995e+02    1.406644e+01
1.726218e+02    1.489507e+01
1.726383e+02    1.558448e+01
1.726548e+02    1.634639e+01
1.726713e+02    1.718943e+01
1.726878e+02    1.812320e+01
1.727043e+02    1.915829e+01
1.727208e+02    2.030634e+01
1.727373e+02    2.158015e+01
1.727538e+02    2.299364e+01
1.727703e+02    2.456194e+01
1.727868e+02    2.630141e+01
1.728000e+02    2.782799e+01
1.728132e+02    2.948486e+01
1.728264e+02    3.128204e+01
1.728396e+02    3.322999e+01
1.728528e+02    3.533960e+01
1.728660e+02    3.762212e+01
1.728792e+02    4.008915e+01
1.728924e+02    4.275256e+01
1.729056e+02    4.562440e+01
1.729188e+02    4.871687e+01
1.729331e+02    5.233016e+01
1.729496e+02    5.685903e+01
1.729661e+02    6.179541e+01
1.729826e+02    6.716159e+01
1.729991e+02    7.297853e+01
1.730156e+02    7.926536e+01
1.730305e+02    8.533922e+01
1.730453e+02    9.181766e+01
1.730651e+02    1.010985e+02
1.730849e+02    1.111248e+02
1.731036e+02    1.212809e+02
1.731212e+02    1.314435e+02
1.731388e+02    1.421783e+02
1.731652e+02    1.593050e+02
1.731916e+02    1.775616e+02
1.732268e+02    2.033880e+02
1.732796e+02    2.442455e+02
1.733403e+02    2.916618e+02
1.733694e+02    3.133272e+02
1.734046e+02    3.377354e+02
1.734310e+02    3.541996e+02
1.734574e+02    3.686828e+02
1.734838e+02    3.808586e+02
1.735119e+02    3.909881e+02
1.735394e+02    3.977757e+02
1.735666e+02    4.013255e+02
1.735833e+02    4.018997e+02
1.736093e+02    4.003613e+02
1.736316e+02    3.967098e+02
1.736606e+02    3.888691e+02
1.736879e+02    3.785300e+02
1.737143e+02    3.660500e+02
1.737407e+02    3.514440e+02
1.737671e+02    3.350542e+02
1.737988e+02    3.135476e+02
1.738393e+02    2.841278e+02
1.739185e+02    2.249101e+02
1.739537e+02    1.996282e+02
1.739801e+02    1.815875e+02
1.740065e+02    1.645270e+02
1.740329e+02    1.485703e+02
1.740593e+02    1.337986e+02
1.740769e+02    1.246314e+02
1.740945e+02    1.160142e+02
1.741153e+02    1.065401e+02
1.741333e+02    9.895065e+01
1.741512e+02    9.190918e+01
1.741692e+02    8.539761e+01
1.741872e+02    7.939454e+01
1.741992e+02    7.566321e+01
1.742168e+02    7.056011e+01
1.742344e+02    6.587945e+01
1.742520e+02    6.159527e+01
1.742696e+02    5.768126e+01
1.742872e+02    5.411117e+01
1.743048e+02    5.085914e+01
1.743224e+02    4.790002e+01
1.743400e+02    4.520958e+01
1.743598e+02    4.247523e+01
1.743796e+02    4.002066e+01
1.743994e+02    3.781697e+01
1.744192e+02    3.583748e+01
1.744390e+02    3.405778e+01
1.744588e+02    3.245566e+01
1.744786e+02    3.101107e+01
1.744984e+02    2.970599e+01
1.745220e+02    2.831087e+01
1.745456e+02    2.706713e+01
1.745692e+02    2.595410e+01
1.745928e+02    2.495397e+01
1.746282e+02    2.363279e+01
1.746635e+02    2.248960e+01
1.747021e+02    2.140746e+01
1.747471e+02    2.031968e+01
1.747920e+02    1.938060e+01
1.748369e+02    1.856068e+01
1.748669e+02    1.806911e+01
1.749268e+02    1.719514e+01
1.749905e+02    1.639708e+01
1.750542e+02    1.570652e+01
1.751179e+02    1.510297e+01
1.751816e+02    1.457100e+01
1.752809e+02    1.385704e+01
1.753801e+02    1.325506e+01
1.754891e+02    1.269509e+01
1.756173e+02    1.214093e+01
1.757455e+02    1.167505e+01
1.758837e+02    1.124988e+01
1.760268e+02    1.087553e+01
1.761700e+02    1.055454e+01
1.763355e+02    1.023618e+01
1.765011e+02    9.963143e+00
1.767476e+02    9.621877e+00
1.770199e+02    9.313833e+00
1.773069e+02    9.047081e+00
1.776086e+02    8.814523e+00
1.779436e+02    8.599488e+00
1.783119e+02    8.402469e+00
1.789288e+02    8.138564e+00
1.796608e+02    7.898166e+00
1.805587e+02    7.671929e+00
1.814187e+02    7.500861e+00
1.827592e+02    7.289628e+00
1.842005e+02    7.109078e+00
1.864574e+02    6.880674e+00
1.896773e+02    6.611712e+00
1.973422e+02    6.029261e+00
2.022424e+02    5.631657e+00
2.033071e+02    5.570545e+00
2.039369e+02    5.558255e+00
2.044025e+02    5.571694e+00
2.047699e+02    5.604296e+00
2.051372e+02    5.666546e+00
2.054564e+02    5.756285e+00
2.056957e+02    5.854781e+00
2.059099e+02    5.974034e+00
2.061114e+02    6.121999e+00
2.063130e+02    6.315983e+00
2.064942e+02    6.542444e+00
2.066149e+02    6.728744e+00
2.067357e+02    6.950419e+00
2.068439e+02    7.185562e+00
2.069396e+02    7.428109e+00
2.070352e+02    7.709702e+00
2.071309e+02    8.038100e+00
2.072211e+02    8.399633e+00
2.073060e+02    8.794645e+00
2.073909e+02    9.254002e+00
2.074545e+02    9.648791e+00
2.075181e+02    1.009441e+01
2.075737e+02    1.053160e+01
2.076292e+02    1.102088e+01
2.076848e+02    1.157051e+01
2.077404e+02    1.219047e+01
2.077959e+02    1.289299e+01
2.078431e+02    1.356615e+01
2.078862e+02    1.425092e+01
2.079292e+02    1.501427e+01
2.079723e+02    1.586900e+01
2.080153e+02    1.683087e+01
2.080576e+02    1.790093e+01
2.080986e+02    1.907502e+01
2.081259e+02    1.994689e+01
2.081532e+02    2.090126e+01
2.081806e+02    2.194969e+01
2.082079e+02    2.310588e+01
2.082352e+02    2.438614e+01
2.082625e+02    2.580990e+01
2.082888e+02    2.733500e+01
2.083150e+02    2.903854e+01
2.083413e+02    3.094955e+01
2.083609e+02    3.253939e+01
2.083806e+02    3.428187e+01
2.084003e+02    3.619589e+01
2.084200e+02    3.830280e+01
2.084397e+02    4.062661e+01
2.084594e+02    4.319425e+01
2.084784e+02    4.593638e+01
2.084961e+02    4.874602e+01
2.085138e+02    5.183067e+01
2.085316e+02    5.521975e+01
2.085493e+02    5.894539e+01
2.085670e+02    6.304241e+01
2.085847e+02    6.754849e+01
2.086024e+02    7.250410e+01
2.086202e+02    7.795261e+01
2.086379e+02    8.394005e+01
2.086556e+02    9.051524e+01
2.086687e+02    9.579471e+01
2.086832e+02    1.020328e+02
2.086976e+02    1.087508e+02
2.087120e+02    1.159789e+02
2.087265e+02    1.237481e+02
2.087409e+02    1.320896e+02
2.087553e+02    1.410347e+02
2.087698e+02    1.506147e+02
2.087896e+02    1.648558e+02
2.088085e+02    1.796764e+02
2.088274e+02    1.957719e+02
2.088463e+02    2.132010e+02
2.088652e+02    2.320159e+02
2.088778e+02    2.453511e+02
2.088988e+02    2.690169e+02
2.089198e+02    2.945122e+02
2.089408e+02    3.218523e+02
2.089618e+02    3.510292e+02
2.089828e+02    3.820093e+02
2.090038e+02    4.147305e+02
2.090353e+02    4.668649e+02
2.090668e+02    5.222489e+02
2.091088e+02    6.000476e+02
2.092180e+02    8.087426e+02
2.092600e+02    8.839561e+02
2.092915e+02    9.356257e+02
2.093230e+02    9.818035e+02
2.093545e+02    1.021293e+03
2.093776e+02    1.045383e+03
2.094028e+02    1.066494e+03
2.094266e+02    1.081161e+03
2.094490e+02    1.090068e+03
2.094776e+02    1.094335e+03
2.095051e+02    1.090900e+03
2.095267e+02    1.083044e+03
2.095519e+02    1.068344e+03
2.095771e+02    1.047946e+03
2.096086e+02    1.015035e+03
2.096401e+02    9.747736e+02
2.096716e+02    9.282692e+02
2.097031e+02    8.767443e+02
2.097451e+02    8.024541e+02
2.098627e+02    5.841646e+02
2.098942e+02    5.282732e+02
2.099257e+02    4.750572e+02
2.099572e+02    4.250716e+02
2.099782e+02    3.937419e+02
2.099992e+02    3.641015e+02
2.100202e+02    3.361988e+02
2.100412e+02    3.100561e+02
2.100622e+02    2.856718e+02
2.100860e+02    2.601783e+02
2.101058e+02    2.405055e+02
2.101257e+02    2.223002e+02
2.101456e+02    2.055052e+02
2.101655e+02    1.900556e+02
2.101866e+02    1.750333e+02
2.102024e+02    1.647204e+02
2.102181e+02    1.551202e+02
2.102339e+02    1.461945e+02
2.102496e+02    1.379050e+02
2.102654e+02    1.302136e+02
2.102811e+02    1.230832e+02
2.102969e+02    1.164774e+02
2.103179e+02    1.084248e+02
2.103376e+02    1.015943e+02
2.103572e+02    9.539591e+01
2.103769e+02    8.977102e+01
2.103966e+02    8.466520e+01
2.104163e+02    8.002797e+01
2.104360e+02    7.581287e+01
2.104557e+02    7.197737e+01
2.104754e+02    6.848269e+01
2.105016e+02    6.429302e+01
2.105279e+02    6.057311e+01
2.105541e+02    5.725873e+01
2.105804e+02    5.429445e+01
2.106066e+02    5.163268e+01
2.106329e+02    4.923271e+01
2.106591e+02    4.705981e+01
2.106985e+02    4.416272e+01
2.107248e+02    4.243756e+01
2.107595e+02    4.036576e+01
2.107943e+02    3.850469e+01
2.108291e+02    3.682336e+01
2.108813e+02    3.458439e+01
2.109335e+02    3.262706e+01
2.109857e+02    3.090080e+01
2.110400e+02    2.930945e+01
2.110953e+02    2.786653e+01
2.111506e+02    2.657608e+01
2.112059e+02    2.541557e+01
2.112612e+02    2.436679e+01
2.113376e+02    2.307516e+01
2.114166e+02    2.190011e+01
2.114956e+02    2.086163e+01
2.115745e+02    1.993806e+01
2.116616e+02    1.903274e+01
2.117567e+02    1.815724e+01
2.118517e+02    1.738158e+01
2.119468e+02    1.669026e+01
2.120468e+02    1.604038e+01
2.121518e+02    1.543104e+01
2.123092e+02    1.463318e+01
2.124800e+02    1.389577e+01
2.126117e+02    1.340113e+01
2.128093e+02    1.275683e+01
2.130165e+02    1.218307e+01
2.132428e+02    1.165032e+01
2.134692e+02    1.119567e+01
2.137147e+02    1.077277e+01
2.139699e+02    1.039544e+01
2.142250e+02    1.006911e+01
2.146087e+02    9.654033e+00
2.149924e+02    9.309538e+00
2.154039e+02    8.999827e+00
2.158710e+02    8.705416e+00
2.163382e+02    8.457882e+00
2.167859e+02    8.254818e+00
2.173701e+02    8.029032e+00
2.180286e+02    7.815353e+00
2.187617e+02    7.615886e+00
2.199681e+02    7.350797e+00
2.213286e+02    7.116342e+00
2.228907e+02    6.902394e+00
2.245414e+02    6.718495e+00
2.261809e+02    6.565044e+00
2.284375e+02    6.385549e+00
2.318581e+02    6.157959e+00
2.367532e+02    5.883382e+00
2.518734e+02    5.125279e+00
2.562119e+02    4.882650e+00
2.602984e+02    4.621987e+00
2.628990e+02    4.431697e+00
2.653601e+02    4.227063e+00
2.672384e+02    4.050559e+00
2.691313e+02    3.850743e+00
2.709636e+02    3.633661e+00
2.733691e+02    3.315816e+00
2.749062e+02    3.110900e+00
2.755293e+02    3.037834e+00
2.761523e+02    2.979729e+00
2.765463e+02    2.955823e+00
2.769403e+02    2.947090e+00
2.772298e+02    2.954032e+00
2.775193e+02    2.976130e+00
2.778193e+02    3.019952e+00
2.780333e+02    3.067895e+00
2.782473e+02    3.133329e+00
2.784613e+02    3.220332e+00
2.786617e+02    3.325905e+00
2.788018e+02    3.416410e+00
2.789418e+02    3.523163e+00
2.790819e+02    3.648799e+00
2.792219e+02    3.796460e+00
2.793525e+02    3.957275e+00
2.794641e+02    4.115249e+00
2.795758e+02    4.294950e+00
2.796874e+02    4.499523e+00
2.797990e+02    4.732659e+00
2.799106e+02    4.998714e+00
2.800109e+02    5.270161e+00
2.801113e+02    5.576790e+00
2.802116e+02    5.923819e+00
2.803119e+02    6.317424e+00
2.804122e+02    6.764954e+00
2.804999e+02    7.206985e+00
2.805812e+02    7.665943e+00
2.806625e+02    8.178613e+00
2.807438e+02    8.752663e+00
2.808252e+02    9.397142e+00
2.809055e+02    1.011296e+01
2.809837e+02    1.089805e+01
2.810358e+02    1.147624e+01
2.810879e+02    1.210367e+01
2.811401e+02    1.278563e+01
2.811922e+02    1.352817e+01
2.812444e+02    1.433818e+01
2.812965e+02    1.522356e+01
2.813426e+02    1.607689e+01
2.813888e+02    1.700353e+01
2.814349e+02    1.801172e+01
2.814810e+02    1.911091e+01
2.815271e+02    2.031199e+01
2.815732e+02    2.162756e+01
2.816194e+02    2.307231e+01
2.816655e+02    2.466341e+01
2.817039e+02    2.611562e+01
2.817424e+02    2.769711e+01
2.817808e+02    2.942369e+01
2.818192e+02    3.131373e+01
2.818577e+02    3.338870e+01
2.818961e+02    3.567374e+01
2.819346e+02    3.819850e+01
2.819730e+02    4.099799e+01
2.820114e+02    4.411370e+01
2.820499e+02    4.759493e+01
2.820755e+02    5.014733e+01
2.821011e+02    5.290804e+01
2.821268e+02    5.589955e+01
2.821524e+02    5.914710e+01
2.821780e+02    6.267895e+01
2.822016e+02    6.620647e+01
2.822251e+02    7.002875e+01
2.822487e+02    7.417603e+01
2.822723e+02    7.868168e+01
2.822959e+02    8.358236e+01
2.823195e+02    8.891828e+01
2.823430e+02    9.473336e+01
2.823666e+02    1.010754e+02
2.823871e+02    1.070587e+02
2.824076e+02    1.135162e+02
2.824281e+02    1.204866e+02
2.824486e+02    1.280114e+02
2.824691e+02    1.361338e+02
2.824896e+02    1.448996e+02
2.825101e+02    1.543564e+02
2.825306e+02    1.645536e+02
2.825511e+02    1.755422e+02
2.825716e+02    1.873741e+02
2.825921e+02    2.001025e+02
2.826126e+02    2.137804e+02
2.826331e+02    2.284609e+02
2.826536e+02    2.441961e+02
2.826741e+02    2.610365e+02
2.826946e+02    2.790302e+02
2.827223e+02    3.052303e+02
2.827500e+02    3.337119e+02
2.827776e+02    3.645551e+02
2.828053e+02    3.978170e+02
2.828330e+02    4.335268e+02
2.828576e+02    4.673223e+02
2.828883e+02    5.122406e+02
2.829191e+02    5.600247e+02
2.829498e+02    6.104957e+02
2.829960e+02    6.906644e+02
2.830472e+02    7.846853e+02
2.831702e+02    1.017502e+03
2.832317e+02    1.127529e+03
2.832727e+02    1.194448e+03
2.833157e+02    1.256894e+03
2.833496e+02    1.299099e+03
2.833834e+02    1.334357e+03
2.834162e+02    1.361271e+03
2.834491e+02    1.380467e+03
2.834797e+02    1.391108e+03
2.835126e+02    1.394514e+03
2.835425e+02    1.390406e+03
2.835815e+02    1.374896e+03
2.836205e+02    1.348383e+03
2.836561e+02    1.315322e+03
2.836899e+02    1.276749e+03
2.837237e+02    1.232067e+03
2.837647e+02    1.171029e+03
2.838057e+02    1.104088e+03
2.838672e+02    9.964804e+02
2.839830e+02    7.883343e+02
2.840363e+02    6.971376e+02
2.840763e+02    6.325952e+02
2.841173e+02    5.705632e+02
2.841481e+02    5.270764e+02
2.841788e+02    4.863191e+02
2.842096e+02    4.483411e+02
2.842403e+02    4.131405e+02
2.842710e+02    3.806717e+02
2.843018e+02    3.508528e+02
2.843326e+02    3.235735e+02
2.843633e+02    2.987018e+02
2.843940e+02    2.760907e+02
2.844248e+02    2.555840e+02
2.844556e+02    2.370211e+02
2.844863e+02    2.202415e+02
2.845170e+02    2.050878e+02
2.845478e+02    1.914086e+02
2.845786e+02    1.790604e+02
2.846093e+02    1.679088e+02
2.846400e+02    1.578292e+02
2.846708e+02    1.487076e+02
2.847015e+02    1.404404e+02
2.847323e+02    1.329337e+02
2.847602e+02    1.267037e+02
2.848021e+02    1.182834e+02
2.848440e+02    1.108267e+02
2.848859e+02    1.041927e+02
2.849278e+02    9.826267e+01
2.849762e+02    9.215554e+01
2.850173e+02    8.752229e+01
2.850582e+02    8.331301e+01
2.850992e+02    7.947392e+01
2.851608e+02    7.431194e+01
2.852222e+02    6.975690e+01
2.852838e+02    6.571003e+01
2.853350e+02    6.266866e+01
2.854119e+02    5.858581e+01
2.854887e+02    5.498973e+01
2.855656e+02    5.180087e+01
2.856425e+02    4.895606e+01
2.857222e+02    4.631708e+01
2.858074e+02    4.379059e+01
2.858926e+02    4.152644e+01
2.859778e+02    3.948743e+01
2.860346e+02    3.823784e+01
2.861483e+02    3.596766e+01
2.862530e+02    3.411003e+01
2.863576e+02    3.244317e+01
2.864274e+02    3.142451e+01
2.865670e+02    2.957957e+01
2.867066e+02    2.795482e+01
2.868564e+02    2.641563e+01
2.870063e+02    2.505422e+01
2.871561e+02    2.384268e+01
2.873059e+02    2.275854e+01
2.874621e+02    2.174405e+01
2.876183e+02    2.083124e+01
2.878526e+02    1.962279e+01
2.880502e+02    1.872976e+01
2.882891e+02    1.777697e+01
2.885281e+02    1.694021e+01
2.887670e+02    1.619996e+01
2.890204e+02    1.550323e+01
2.892884e+02    1.484996e+01
2.895563e+02    1.426892e+01
2.899582e+02    1.350919e+01
2.903980e+02    1.280192e+01
2.908378e+02    1.219751e+01
2.911310e+02    1.184112e+01
2.915749e+02    1.136004e+01
2.920187e+02    1.093789e+01
2.926845e+02    1.039321e+01
2.932958e+02    9.967317e+00
2.936851e+02    9.725950e+00
2.944637e+02    9.299427e+00
2.952116e+02    8.946077e+00
2.959595e+02    8.635403e+00
2.968614e+02    8.303960e+00
2.980714e+02    7.911741e+00
3.000214e+02    7.348946e+00
3.007325e+02    7.169656e+00
3.010707e+02    7.114685e+00
3.012173e+02    7.110146e+00
3.013589e+02    7.130814e+00
3.014561e+02    7.171959e+00
3.015311e+02    7.230592e+00
3.016062e+02    7.328010e+00
3.016571e+02    7.427734e+00
3.017080e+02    7.566919e+00
3.017461e+02    7.706011e+00
3.017843e+02    7.883711e+00
3.018195e+02    8.090588e+00
3.018489e+02    8.301312e+00
3.018782e+02    8.553646e+00
3.019076e+02    8.854827e+00
3.019370e+02    9.213007e+00
3.019663e+02    9.637257e+00
3.019949e+02    1.012278e+01
3.020234e+02    1.069023e+01
3.020520e+02    1.135025e+01
3.020710e+02    1.184721e+01
3.020900e+02    1.239373e+01
3.021091e+02    1.299327e+01
3.021279e+02    1.363970e+01
3.021463e+02    1.433392e+01
3.021648e+02    1.508790e+01
3.021834e+02    1.590467e+01
3.022018e+02    1.678714e+01
3.022203e+02    1.773800e+01
3.022481e+02    1.929789e+01
3.022749e+02    2.096396e+01
3.022999e+02    2.265917e+01
3.023249e+02    2.449560e+01
3.023499e+02    2.647379e+01
3.023748e+02    2.859224e+01
3.023998e+02    3.084727e+01
3.024275e+02    3.350558e+01
3.024645e+02    3.727912e+01
3.025071e+02    4.189329e+01
3.025700e+02    4.907831e+01
3.026588e+02    5.932238e+01
3.027032e+02    6.415124e+01
3.027387e+02    6.772318e+01
3.027742e+02    7.094585e+01
3.028038e+02    7.330803e+01
3.028334e+02    7.533247e+01
3.028630e+02    7.698374e+01
3.028926e+02    7.823285e+01
3.029211e+02    7.903360e+01
3.029563e+02    7.946614e+01
3.029859e+02    7.934521e+01
3.030214e+02    7.862308e+01
3.030510e+02    7.755676e+01
3.030806e+02    7.609173e+01
3.031102e+02    7.425755e+01
3.031457e+02    7.161984e+01
3.031901e+02    6.775631e+01
3.032345e+02    6.340696e+01
3.032937e+02    5.712938e+01
3.034023e+02    4.531324e+01
3.034518e+02    4.021694e+01
3.034894e+02    3.657945e+01
3.035172e+02    3.405670e+01
3.035449e+02    3.168080e+01
3.035727e+02    2.945892e+01
3.036005e+02    2.739491e+01
3.036282e+02    2.548968e+01
3.036560e+02    2.374152e+01
3.036837e+02    2.214653e+01
3.037115e+02    2.069898e+01
3.037405e+02    1.933205e+01
3.037703e+02    1.808328e+01
3.038001e+02    1.697479e+01
3.038298e+02    1.599499e+01
3.038596e+02    1.513210e+01
3.038920e+02    1.431109e+01
3.039172e+02    1.375040e+01
3.039424e+02    1.324994e+01
3.039802e+02    1.259893e+01
3.040180e+02    1.205089e+01
3.040558e+02    1.158908e+01
3.040944e+02    1.119146e+01
3.041345e+02    1.084268e+01
3.041881e+02    1.046001e+01
3.042416e+02    1.015018e+01
3.042952e+02    9.895297e+00
3.043787e+02    9.577219e+00
3.044622e+02    9.326736e+00
3.045538e+02    9.104644e+00
3.046616e+02    8.891951e+00
3.048053e+02    8.664371e+00
3.049658e+02    8.461913e+00
3.052192e+02    8.214986e+00
3.054976e+02    8.009577e+00
3.058770e+02    7.797967e+00
3.062458e+02    7.639557e+00
3.067304e+02    7.475483e+00
3.074714e+02    7.283486e+00
3.084401e+02    7.094065e+00
3.098500e+02    6.885342e+00
3.117613e+02    6.669755e+00
3.137772e+02    6.489095e+00
3.164918e+02    6.290464e+00
3.192137e+02    6.124225e+00
3.233181e+02    5.913640e+00
3.277737e+02    5.720553e+00
3.350036e+02    5.454866e+00
3.464069e+02    5.094187e+00
3.541386e+02    4.849788e+00
3.573028e+02    4.729586e+00
3.595502e+02    4.617953e+00
3.605236e+02    4.568048e+00
3.606928e+02    4.564999e+00
3.609035e+02    4.572185e+00
3.610329e+02    4.591384e+00
3.611512e+02    4.633015e+00
3.612369e+02    4.691980e+00
3.612901e+02    4.749091e+00
3.613432e+02    4.829354e+00
3.613964e+02    4.941274e+00
3.614440e+02    5.077430e+00
3.614861e+02    5.234157e+00
3.615177e+02    5.379125e+00
3.615493e+02    5.551876e+00
3.615809e+02    5.756684e+00
3.616098e+02    5.976519e+00
3.616374e+02    6.218605e+00
3.616651e+02    6.495717e+00
3.616927e+02    6.811445e+00
3.617203e+02    7.169432e+00
3.617467e+02    7.552974e+00
3.617703e+02    7.936253e+00
3.617940e+02    8.357878e+00
3.618177e+02    8.819859e+00
3.618414e+02    9.324018e+00
3.618651e+02    9.871937e+00
3.618951e+02    1.063142e+01
3.619251e+02    1.146508e+01
3.619551e+02    1.237365e+01
3.619851e+02    1.335660e+01
3.620150e+02    1.440569e+01
3.620448e+02    1.552293e+01
3.620896e+02    1.731493e+01
3.621359e+02    1.928924e+01
3.622185e+02    2.300727e+01
3.622967e+02    2.652599e+01
3.623445e+02    2.855034e+01
3.623923e+02    3.039573e+01
3.624281e+02    3.162137e+01
3.624639e+02    3.268170e+01
3.624997e+02    3.355336e+01
3.625355e+02    3.421689e+01
3.625713e+02    3.465753e+01
3.626088e+02    3.486967e+01
3.626155e+02    3.488035e+01
3.626549e+02    3.477594e+01
3.626919e+02    3.442146e+01
3.627277e+02    3.385182e+01
3.627707e+02    3.289526e+01
3.628065e+02    3.189371e+01
3.628424e+02    3.073141e+01
3.628901e+02    2.897748e+01
3.629379e+02    2.705167e+01
3.630985e+02    2.018004e+01
3.631522e+02    1.800764e+01
3.631970e+02    1.632027e+01
3.632268e+02    1.526913e+01
3.632583e+02    1.423044e+01
3.632914e+02    1.321853e+01
3.633244e+02    1.229043e+01
3.633575e+02    1.144592e+01
3.633842e+02    1.082407e+01
3.634147e+02    1.017736e+01
3.634452e+02    9.595062e+00
3.634757e+02    9.073580e+00
3.635062e+02    8.608897e+00
3.635367e+02    8.196744e+00
3.635694e+02    7.807820e+00
3.636021e+02    7.468878e+00
3.636348e+02    7.174582e+00
3.636675e+02    6.919827e+00
3.637003e+02    6.699811e+00
3.637343e+02    6.503162e+00
3.637805e+02    6.280362e+00
3.638267e+02    6.099660e+00
3.638729e+02    5.952623e+00
3.639250e+02    5.818578e+00
3.639830e+02    5.699650e+00
3.640699e+02    5.563877e+00
3.641279e+02    5.493353e+00
3.642608e+02    5.370055e+00
3.643936e+02    5.279954e+00
3.645584e+02    5.195001e+00
3.648501e+02    5.086428e+00
3.652312e+02    4.989340e+00
3.657417e+02    4.900619e+00
3.665256e+02    4.809626e+00
3.675639e+02    4.727936e+00
3.694245e+02    4.626119e+00
3.721997e+02    4.512178e+00
3.868356e+02    4.004069e+00
3.914291e+02    3.827096e+00
3.960161e+02    3.629126e+00
3.990007e+02    3.484463e+00
4.022342e+02    3.308561e+00
4.051194e+02    3.129593e+00
4.075354e+02    2.958540e+00
4.091567e+02    2.830013e+00
4.107886e+02    2.686924e+00
4.123705e+02    2.532399e+00
4.139025e+02    2.364986e+00
4.150119e+02    2.230918e+00
4.160422e+02    2.095733e+00
4.170726e+02    1.949610e+00
4.183673e+02    1.751859e+00
4.199371e+02    1.505441e+00
4.204009e+02    1.439087e+00
4.208599e+02    1.382690e+00
4.211642e+02    1.353660e+00
4.213924e+02    1.338302e+00
4.216206e+02    1.330313e+00
4.216967e+02    1.329656e+00
4.219099e+02    1.334351e+00
4.220881e+02    1.347154e+00
4.222216e+02    1.363271e+00
4.223552e+02    1.386053e+00
4.224888e+02    1.416676e+00
4.226007e+02    1.449392e+00
4.227018e+02    1.485332e+00
4.228030e+02    1.528200e+00
4.229041e+02    1.578966e+00
4.230052e+02    1.638758e+00
4.231062e+02    1.708795e+00
4.232069e+02    1.790457e+00
4.233076e+02    1.885697e+00
4.234084e+02    1.996632e+00
4.234755e+02    2.080528e+00
4.235427e+02    2.173365e+00
4.236098e+02    2.276113e+00
4.236881e+02    2.409905e+00
4.237664e+02    2.560665e+00
4.238447e+02    2.730715e+00
4.239035e+02    2.872527e+00
4.239687e+02    3.046178e+00
4.240372e+02    3.248933e+00
4.241057e+02    3.475332e+00
4.241742e+02    3.728591e+00
4.242427e+02    4.012475e+00
4.242884e+02    4.220908e+00
4.243368e+02    4.460456e+00
4.243852e+02    4.721226e+00
4.244335e+02    5.005531e+00
4.244819e+02    5.316017e+00
4.245303e+02    5.655717e+00
4.245787e+02    6.028133e+00
4.246271e+02    6.437322e+00
4.246755e+02    6.888019e+00
4.247171e+02    7.313120e+00
4.247587e+02    7.777154e+00
4.248004e+02    8.284906e+00
4.248420e+02    8.841952e+00
4.248836e+02    9.454821e+00
4.249252e+02    1.013120e+01
4.249669e+02    1.088016e+01
4.250085e+02    1.171246e+01
4.250455e+02    1.253255e+01
4.250825e+02    1.343919e+01
4.251195e+02    1.444479e+01
4.251473e+02    1.527259e+01
4.251750e+02    1.617122e+01
4.252027e+02    1.714861e+01
4.252305e+02    1.821366e+01
4.252582e+02    1.937636e+01
4.252860e+02    2.064795e+01
4.253161e+02    2.216297e+01
4.253392e+02    2.343656e+01
4.253623e+02    2.481411e+01
4.253854e+02    2.630551e+01
4.254086e+02    2.792155e+01
4.254317e+02    2.967392e+01
4.254548e+02    3.157537e+01
4.254779e+02    3.363962e+01
4.255011e+02    3.588153e+01
4.255242e+02    3.831703e+01
4.255473e+02    4.096321e+01
4.255704e+02    4.383833e+01
4.255936e+02    4.696177e+01
4.256167e+02    5.035408e+01
4.256398e+02    5.403691e+01
4.256629e+02    5.803297e+01
4.256849e+02    6.214095e+01
4.257057e+02    6.633229e+01
4.257265e+02    7.083388e+01
4.257473e+02    7.566459e+01
4.257682e+02    8.084359e+01
4.257890e+02    8.639025e+01
4.258098e+02    9.232401e+01
4.258306e+02    9.866419e+01
4.258595e+02    1.081799e+02
4.258872e+02    1.181330e+02
4.259150e+02    1.289295e+02
4.259427e+02    1.406072e+02
